top,bottom,outer,weather,rating
t-shirt,jeans,none,clear,4
shirt,shorts,hoodie,rain,4
t-shirt,jogger,jacket,windy,4
shirt,legging,sweater,snow,4
dress,legging,jacket,snow,4
dress,shorts,coat,rain,4
dress,none,sweater,rain,4
t-shirt,shorts,jacket,clouds,4
t-shirt,cargo,sweater,clouds,4
dress,none,none,windy,4
shirt,none,jacket,thunderstorm,4
shirt,legging,jacket,clear,4
dress,jogger,blazer,clear,4
dress,cargo,blazer,rain,4
t-shirt,trousers,none,clouds,4
shirt,trousers,sweater,snow,4
shirt,shorts,coat,clear,4
shirt,none,sweater,snow,4
dress,none,hoodie,snow,4
shirt,shorts,blazer,rain,4
t-shirt,trousers,jacket,snow,4
t-shirt,jogger,sweater,rain,4
dress,none,blazer,thunderstorm,4
shirt,jeans,sweater,snow,4
dress,trousers,hoodie,windy,4
t-shirt,jogger,jacket,clear,4
shirt,jogger,hoodie,thunderstorm,4
t-shirt,cargo,hoodie,clouds,4
t-shirt,none,blazer,snow,4
shirt,none,hoodie,clouds,4
dress,jogger,jacket,rain,4
shirt,legging,jacket,clear,4
shirt,jogger,sweater,snow,4
t-shirt,legging,blazer,rain,4
dress,cargo,sweater,windy,4
dress,trousers,jacket,windy,4
t-shirt,shorts,blazer,snow,4
shirt,cargo,hoodie,rain,4
shirt,none,hoodie,rain,4
t-shirt,jeans,hoodie,thunderstorm,4
shirt,cargo,jacket,clouds,4
dress,skirt,coat,windy,4
t-shirt,none,none,clouds,4
shirt,legging,coat,windy,4
dress,legging,none,thunderstorm,4
t-shirt,cargo,sweater,windy,4
shirt,shorts,coat,windy,4
dress,jogger,sweater,thunderstorm,4
t-shirt,jogger,sweater,clear,4
shirt,shorts,blazer,rain,4
shirt,skirt,jacket,thunderstorm,4
dress,skirt,blazer,clouds,4
dress,legging,sweater,thunderstorm,4
dress,none,jacket,rain,4
t-shirt,none,blazer,clouds,4
t-shirt,legging,sweater,rain,4
shirt,jeans,sweater,thunderstorm,4
dress,skirt,hoodie,thunderstorm,4
t-shirt,skirt,hoodie,windy,4
shirt,cargo,hoodie,clouds,4
dress,skirt,blazer,windy,4
dress,legging,jacket,rain,4
shirt,shorts,coat,rain,4
dress,shorts,hoodie,thunderstorm,4
t-shirt,skirt,jacket,snow,4
dress,cargo,jacket,clear,4
shirt,jeans,hoodie,snow,4
shirt,none,jacket,clouds,4
dress,trousers,sweater,thunderstorm,4
shirt,jeans,blazer,snow,4
shirt,trousers,sweater,clouds,4
t-shirt,skirt,sweater,rain,4
t-shirt,jogger,sweater,clear,4
shirt,none,hoodie,windy,4
shirt,none,jacket,thunderstorm,4
dress,skirt,hoodie,snow,4
dress,skirt,none,thunderstorm,4
shirt,shorts,blazer,rain,4
dress,jogger,blazer,clear,4
t-shirt,none,coat,snow,4
shirt,shorts,blazer,rain,4
shirt,cargo,coat,snow,4
dress,shorts,none,thunderstorm,4
dress,skirt,coat,windy,4
shirt,jeans,coat,rain,4
shirt,trousers,blazer,windy,4
shirt,legging,jacket,clouds,4
shirt,legging,hoodie,snow,4
shirt,jogger,coat,clear,4
t-shirt,legging,jacket,clear,4
t-shirt,cargo,hoodie,thunderstorm,4
dress,none,jacket,clouds,4
dress,none,jacket,snow,4
t-shirt,none,jacket,windy,4
t-shirt,trousers,sweater,thunderstorm,4
t-shirt,shorts,blazer,snow,4
dress,cargo,blazer,rain,4
t-shirt,jeans,coat,rain,4
dress,none,hoodie,thunderstorm,4
t-shirt,trousers,coat,clear,4
t-shirt,trousers,coat,rain,4
t-shirt,jeans,coat,thunderstorm,4
t-shirt,trousers,blazer,snow,4
dress,none,hoodie,snow,4
t-shirt,jogger,blazer,clear,4
shirt,trousers,hoodie,rain,4
t-shirt,skirt,hoodie,snow,4
shirt,skirt,none,thunderstorm,4
shirt,jeans,blazer,clouds,4
t-shirt,shorts,blazer,windy,4
shirt,jogger,none,clear,4
shirt,none,hoodie,clouds,4
dress,skirt,jacket,rain,4
dress,cargo,none,clouds,4
t-shirt,trousers,hoodie,snow,4
dress,shorts,none,thunderstorm,4
shirt,jeans,none,clear,4
t-shirt,jeans,coat,snow,4
dress,cargo,none,clouds,4
shirt,skirt,jacket,rain,4
shirt,shorts,sweater,snow,4
dress,trousers,sweater,thunderstorm,4
t-shirt,none,coat,snow,4
dress,cargo,jacket,clouds,4
t-shirt,jogger,hoodie,clear,4
t-shirt,skirt,jacket,clear,4
t-shirt,none,sweater,clear,4
shirt,skirt,hoodie,clouds,4
dress,skirt,sweater,snow,4
dress,shorts,sweater,windy,4
t-shirt,jeans,sweater,clear,4
shirt,cargo,blazer,snow,4
shirt,shorts,hoodie,snow,4
t-shirt,shorts,blazer,windy,4
shirt,cargo,blazer,windy,4
dress,skirt,sweater,windy,4
shirt,jeans,sweater,rain,4
t-shirt,trousers,hoodie,clear,4
t-shirt,jeans,blazer,rain,4
shirt,jeans,sweater,thunderstorm,4
dress,jogger,sweater,clear,4
dress,legging,coat,snow,4
t-shirt,trousers,sweater,windy,4
dress,jeans,none,thunderstorm,4
dress,jogger,none,thunderstorm,4
shirt,skirt,sweater,windy,4
t-shirt,none,sweater,rain,4
t-shirt,trousers,coat,thunderstorm,4
t-shirt,jogger,hoodie,rain,4
t-shirt,trousers,none,clouds,4
shirt,shorts,none,windy,4
t-shirt,none,hoodie,clear,4
t-shirt,jeans,hoodie,snow,4
dress,cargo,hoodie,windy,4
dress,cargo,hoodie,snow,4
dress,skirt,jacket,snow,4
t-shirt,none,coat,snow,4
shirt,shorts,hoodie,thunderstorm,4
t-shirt,none,coat,rain,4
t-shirt,jeans,jacket,snow,4
dress,cargo,coat,windy,4
dress,jogger,jacket,clear,4
dress,cargo,sweater,clear,4
t-shirt,jeans,coat,snow,4
t-shirt,legging,jacket,thunderstorm,4
shirt,jeans,blazer,snow,4
dress,none,none,windy,4
dress,jeans,none,thunderstorm,4
t-shirt,cargo,hoodie,clouds,4
t-shirt,jeans,hoodie,thunderstorm,4
shirt,none,jacket,clear,4
t-shirt,skirt,jacket,thunderstorm,4
shirt,trousers,hoodie,rain,4
t-shirt,cargo,hoodie,snow,4
t-shirt,cargo,none,clouds,4
dress,none,sweater,rain,4
dress,jeans,coat,windy,4
t-shirt,legging,blazer,clouds,4
t-shirt,trousers,jacket,thunderstorm,4
t-shirt,none,sweater,snow,4
dress,none,hoodie,windy,4
shirt,jeans,blazer,snow,4
shirt,none,hoodie,clouds,4
t-shirt,shorts,none,windy,4
dress,none,hoodie,thunderstorm,4
shirt,legging,coat,windy,4
dress,legging,sweater,rain,4
shirt,trousers,jacket,windy,4
t-shirt,cargo,hoodie,clouds,4
dress,jogger,blazer,windy,4
dress,trousers,coat,clouds,4
t-shirt,skirt,sweater,thunderstorm,4
t-shirt,jogger,hoodie,clouds,4
t-shirt,cargo,hoodie,clouds,4
shirt,jeans,none,windy,4
t-shirt,none,sweater,clouds,4
shirt,jogger,jacket,thunderstorm,4
shirt,shorts,blazer,windy,4
dress,jeans,blazer,thunderstorm,4
dress,trousers,sweater,clouds,4
t-shirt,jeans,coat,snow,4
t-shirt,trousers,coat,clear,4
shirt,legging,hoodie,rain,4
dress,jogger,jacket,rain,4
shirt,shorts,hoodie,snow,4
dress,shorts,sweater,windy,4
dress,skirt,hoodie,clouds,4
dress,jeans,blazer,thunderstorm,4
dress,trousers,none,thunderstorm,4
shirt,jeans,jacket,clouds,4
t-shirt,jeans,coat,thunderstorm,4
shirt,jogger,blazer,clouds,4
shirt,shorts,jacket,thunderstorm,4
shirt,legging,hoodie,thunderstorm,4
t-shirt,skirt,sweater,clouds,4
dress,cargo,hoodie,windy,4
t-shirt,skirt,hoodie,windy,4
dress,none,none,windy,4
shirt,legging,blazer,clear,4
shirt,cargo,jacket,clouds,4
dress,legging,blazer,windy,4
t-shirt,jeans,blazer,thunderstorm,4
shirt,none,sweater,rain,4
t-shirt,legging,blazer,rain,4
t-shirt,none,coat,snow,4
shirt,none,coat,clear,4
dress,cargo,coat,windy,4
t-shirt,jogger,coat,thunderstorm,4
dress,cargo,jacket,windy,4
dress,shorts,blazer,thunderstorm,4
t-shirt,none,jacket,clear,4
t-shirt,legging,jacket,snow,4
dress,cargo,sweater,rain,4
t-shirt,legging,jacket,clear,4
shirt,skirt,blazer,thunderstorm,4
shirt,shorts,sweater,clear,4
dress,shorts,jacket,thunderstorm,4
dress,jogger,jacket,windy,4
dress,cargo,none,clouds,4
shirt,cargo,none,windy,4
dress,jogger,blazer,clear,4
dress,jogger,sweater,clear,4
dress,jogger,sweater,rain,4
t-shirt,cargo,hoodie,clear,4
t-shirt,legging,hoodie,windy,4
shirt,legging,blazer,rain,4
t-shirt,jeans,sweater,windy,4
t-shirt,none,hoodie,rain,4
dress,legging,none,thunderstorm,4
dress,legging,jacket,rain,4
t-shirt,trousers,coat,clouds,4
t-shirt,jogger,coat,snow,4
t-shirt,cargo,blazer,clear,4
t-shirt,cargo,coat,rain,4
t-shirt,jeans,coat,thunderstorm,4
shirt,none,sweater,thunderstorm,4
shirt,legging,hoodie,windy,4
t-shirt,shorts,sweater,windy,4
dress,legging,sweater,rain,4
t-shirt,jogger,jacket,clouds,4
t-shirt,jeans,sweater,thunderstorm,4
t-shirt,jeans,blazer,snow,4
t-shirt,cargo,coat,thunderstorm,4
dress,none,coat,clear,4
dress,legging,jacket,snow,4
t-shirt,trousers,hoodie,clear,4
t-shirt,none,sweater,clouds,4
t-shirt,trousers,coat,clear,4
shirt,shorts,blazer,windy,4
shirt,jeans,blazer,thunderstorm,4
t-shirt,skirt,none,clouds,4
t-shirt,legging,none,clear,4
shirt,cargo,coat,windy,4
t-shirt,skirt,blazer,snow,4
shirt,cargo,coat,clouds,4
shirt,legging,coat,windy,4
dress,cargo,hoodie,snow,4
t-shirt,none,hoodie,thunderstorm,4
t-shirt,jogger,none,thunderstorm,4
t-shirt,none,coat,windy,4
shirt,shorts,hoodie,thunderstorm,4
shirt,legging,hoodie,snow,4
t-shirt,none,coat,thunderstorm,4
dress,shorts,coat,clear,4
shirt,jeans,hoodie,rain,4
shirt,cargo,blazer,thunderstorm,4
t-shirt,jeans,hoodie,windy,4
dress,jogger,blazer,clear,4
dress,none,coat,clear,4
t-shirt,shorts,blazer,windy,4
dress,jogger,none,clouds,4
dress,cargo,jacket,clear,4
dress,skirt,jacket,snow,4
dress,trousers,jacket,thunderstorm,4
dress,jogger,sweater,snow,4
dress,jeans,blazer,snow,4
shirt,legging,hoodie,clear,4
shirt,none,coat,clouds,4
t-shirt,legging,sweater,snow,4
dress,jogger,hoodie,snow,4
shirt,trousers,none,thunderstorm,4
shirt,none,jacket,thunderstorm,4
dress,none,jacket,snow,4
t-shirt,none,sweater,snow,4
t-shirt,none,coat,windy,4
t-shirt,legging,blazer,snow,4
dress,trousers,coat,rain,4
shirt,skirt,sweater,thunderstorm,4
shirt,none,none,clouds,4
dress,trousers,hoodie,windy,4
t-shirt,none,blazer,snow,4
t-shirt,shorts,hoodie,rain,4
t-shirt,jogger,sweater,clear,4
dress,cargo,sweater,clouds,4
t-shirt,skirt,blazer,snow,4
dress,shorts,hoodie,thunderstorm,4
t-shirt,shorts,none,thunderstorm,4
dress,cargo,coat,clouds,4
dress,trousers,blazer,thunderstorm,4
shirt,jogger,none,thunderstorm,4
dress,jeans,none,windy,4
dress,none,hoodie,snow,4
dress,jeans,coat,windy,4
t-shirt,jogger,blazer,snow,4
dress,shorts,jacket,thunderstorm,4
shirt,jeans,sweater,clear,4
t-shirt,jogger,hoodie,windy,4
t-shirt,jeans,jacket,snow,4
t-shirt,jeans,coat,thunderstorm,4
shirt,jogger,none,windy,4
dress,jeans,jacket,rain,4
dress,legging,none,clouds,4
t-shirt,trousers,coat,clear,4
dress,legging,sweater,rain,4
dress,trousers,coat,snow,4
shirt,jeans,jacket,clear,4
dress,jeans,sweater,snow,4
t-shirt,jogger,jacket,clouds,4
t-shirt,shorts,hoodie,rain,4
t-shirt,legging,jacket,thunderstorm,4
shirt,cargo,blazer,thunderstorm,4
dress,jogger,none,clear,4
shirt,jeans,blazer,windy,4
shirt,shorts,hoodie,clouds,4
shirt,jeans,coat,clouds,4
t-shirt,jeans,sweater,clear,4
shirt,none,sweater,snow,4
t-shirt,jogger,none,clear,4
shirt,jogger,coat,clear,4
shirt,jogger,blazer,clouds,4
dress,skirt,sweater,rain,4
t-shirt,shorts,sweater,snow,4
shirt,trousers,sweater,clear,4
shirt,jeans,blazer,snow,4
dress,none,coat,windy,4
dress,jogger,sweater,clear,4
t-shirt,cargo,jacket,rain,4
t-shirt,jogger,jacket,windy,4
dress,skirt,blazer,rain,4
shirt,skirt,blazer,thunderstorm,4
dress,none,hoodie,snow,4
shirt,jeans,coat,clouds,4
t-shirt,jeans,none,windy,4
shirt,jogger,jacket,clouds,4
shirt,none,coat,snow,4
dress,jeans,blazer,rain,4
dress,skirt,hoodie,rain,4
shirt,jeans,jacket,thunderstorm,4
dress,trousers,blazer,snow,4
t-shirt,none,none,windy,4
shirt,skirt,sweater,thunderstorm,4
shirt,shorts,hoodie,snow,4
dress,trousers,blazer,snow,4
shirt,skirt,blazer,rain,4
shirt,shorts,hoodie,snow,4
shirt,jeans,none,thunderstorm,4
dress,jogger,sweater,thunderstorm,4
shirt,legging,hoodie,windy,4
dress,trousers,none,thunderstorm,4
shirt,legging,sweater,windy,4
t-shirt,none,none,clouds,4
t-shirt,none,none,clouds,4
dress,legging,sweater,thunderstorm,4
t-shirt,shorts,jacket,thunderstorm,4
t-shirt,jeans,hoodie,windy,4
t-shirt,none,coat,snow,4
dress,none,coat,clear,4
dress,cargo,jacket,clouds,4
shirt,legging,sweater,rain,4
shirt,trousers,hoodie,thunderstorm,4
t-shirt,none,hoodie,clear,4
t-shirt,none,hoodie,windy,4
dress,none,coat,clear,4
shirt,jogger,coat,clear,4
shirt,legging,jacket,clouds,4
t-shirt,jeans,sweater,clouds,4
shirt,legging,hoodie,snow,4
shirt,none,none,clouds,4
dress,shorts,sweater,windy,4
shirt,legging,sweater,thunderstorm,4
t-shirt,legging,coat,clouds,4
dress,trousers,none,thunderstorm,4
shirt,trousers,hoodie,windy,4
shirt,shorts,none,windy,4
t-shirt,skirt,none,clear,4
shirt,shorts,coat,rain,4
shirt,none,hoodie,clouds,4
shirt,skirt,hoodie,snow,4
dress,jogger,jacket,windy,4
shirt,jeans,hoodie,snow,4
t-shirt,legging,jacket,thunderstorm,4
shirt,legging,sweater,rain,4
t-shirt,legging,sweater,clear,4
t-shirt,jeans,hoodie,rain,4
t-shirt,trousers,coat,clear,4
t-shirt,shorts,jacket,windy,4
shirt,jeans,blazer,snow,4
t-shirt,skirt,jacket,windy,4
dress,trousers,coat,thunderstorm,4
shirt,none,coat,snow,4
t-shirt,jeans,sweater,clear,4
shirt,jogger,coat,thunderstorm,4
shirt,jeans,coat,clear,4
t-shirt,legging,hoodie,snow,4
dress,none,sweater,thunderstorm,4
dress,jeans,none,thunderstorm,4
dress,shorts,none,thunderstorm,4
dress,shorts,jacket,clear,4
t-shirt,none,jacket,snow,4
dress,jogger,jacket,windy,4
dress,jogger,sweater,windy,4
t-shirt,legging,blazer,thunderstorm,4
dress,jogger,none,clouds,4
t-shirt,legging,jacket,clear,4
dress,jeans,blazer,thunderstorm,4
shirt,jeans,blazer,clouds,4
t-shirt,jeans,hoodie,clouds,4
t-shirt,jogger,sweater,rain,4
t-shirt,shorts,blazer,snow,4
dress,legging,blazer,clear,4
dress,trousers,sweater,thunderstorm,4
t-shirt,cargo,sweater,thunderstorm,4
t-shirt,trousers,hoodie,clear,4
t-shirt,shorts,sweater,snow,4
dress,none,sweater,rain,4
shirt,cargo,sweater,rain,4
shirt,cargo,hoodie,rain,4
shirt,jogger,none,windy,4
dress,shorts,jacket,rain,4
shirt,jogger,none,clouds,4
shirt,legging,hoodie,rain,4
dress,legging,coat,windy,4
dress,none,hoodie,clear,4
shirt,none,hoodie,rain,4
shirt,cargo,none,clouds,4
dress,shorts,coat,clear,4
dress,jeans,none,thunderstorm,4
dress,shorts,blazer,snow,4
dress,jogger,sweater,windy,4
shirt,shorts,hoodie,clouds,4
shirt,jogger,blazer,clear,4
shirt,cargo,jacket,clear,4
dress,legging,none,thunderstorm,4
t-shirt,none,blazer,clear,4
dress,legging,coat,rain,4
dress,trousers,jacket,windy,4
t-shirt,skirt,none,windy,4
shirt,jogger,sweater,snow,4
t-shirt,skirt,jacket,rain,4
shirt,skirt,blazer,snow,4
t-shirt,trousers,sweater,thunderstorm,4
shirt,legging,coat,windy,4
shirt,none,sweater,snow,4
t-shirt,cargo,blazer,clear,4
dress,none,jacket,clear,4
t-shirt,none,hoodie,clear,4
shirt,none,coat,snow,4
dress,skirt,sweater,thunderstorm,4
t-shirt,none,jacket,windy,4
shirt,skirt,hoodie,clear,4
shirt,jeans,jacket,rain,4
dress,jogger,blazer,windy,4
shirt,shorts,none,windy,4
dress,jogger,coat,windy,4
t-shirt,jogger,blazer,thunderstorm,4
dress,cargo,blazer,snow,4
shirt,none,sweater,snow,4
shirt,legging,none,clouds,4
dress,shorts,blazer,snow,4
dress,skirt,jacket,rain,4
t-shirt,trousers,none,clouds,4
t-shirt,none,blazer,clear,4
t-shirt,trousers,blazer,snow,4
shirt,skirt,coat,rain,4
t-shirt,jeans,jacket,thunderstorm,4
shirt,jogger,blazer,rain,4
t-shirt,skirt,none,thunderstorm,4
dress,shorts,hoodie,thunderstorm,4
dress,jogger,sweater,snow,4
t-shirt,skirt,none,clouds,4
dress,none,hoodie,windy,4
shirt,legging,hoodie,rain,4
shirt,trousers,blazer,rain,4
dress,legging,blazer,snow,4
dress,jeans,none,thunderstorm,4
shirt,shorts,none,windy,4
t-shirt,skirt,coat,snow,4
shirt,jeans,jacket,thunderstorm,4
shirt,cargo,blazer,thunderstorm,4
shirt,jogger,jacket,snow,4
shirt,jogger,jacket,rain,4
shirt,legging,hoodie,rain,4
shirt,skirt,hoodie,clouds,4
dress,legging,blazer,snow,4
t-shirt,jogger,coat,snow,4
dress,skirt,jacket,snow,4
dress,cargo,blazer,thunderstorm,4
dress,trousers,jacket,clouds,4
dress,shorts,jacket,snow,4
dress,none,coat,clear,4
t-shirt,legging,jacket,clouds,4
dress,skirt,blazer,rain,4
shirt,trousers,jacket,clouds,4
shirt,jogger,sweater,windy,4
t-shirt,jeans,jacket,windy,4
dress,shorts,jacket,snow,4
t-shirt,jogger,blazer,thunderstorm,4
shirt,jogger,none,clouds,4
shirt,none,hoodie,windy,4
shirt,jeans,jacket,thunderstorm,4
t-shirt,none,sweater,snow,4
shirt,jeans,blazer,snow,4
t-shirt,trousers,sweater,rain,4
t-shirt,jogger,hoodie,thunderstorm,4
t-shirt,jeans,sweater,thunderstorm,4
t-shirt,cargo,blazer,snow,4
t-shirt,jogger,hoodie,clouds,4
t-shirt,none,none,thunderstorm,4
dress,legging,hoodie,thunderstorm,4
t-shirt,shorts,coat,clear,4
shirt,shorts,hoodie,clouds,4
shirt,legging,blazer,rain,4
shirt,legging,none,clouds,4
dress,cargo,none,windy,4
dress,none,jacket,thunderstorm,4
shirt,trousers,sweater,rain,4
t-shirt,legging,coat,clouds,4
shirt,legging,jacket,rain,4
shirt,shorts,coat,snow,4
shirt,legging,hoodie,windy,4
dress,none,hoodie,snow,4
t-shirt,legging,sweater,clear,4
dress,trousers,jacket,clear,4
dress,none,coat,clouds,4
shirt,trousers,jacket,windy,4
t-shirt,trousers,sweater,thunderstorm,4
shirt,jeans,blazer,clouds,4
t-shirt,jeans,jacket,windy,4
dress,skirt,hoodie,rain,4
shirt,jeans,coat,thunderstorm,4
shirt,jeans,none,windy,4
dress,shorts,blazer,thunderstorm,4
shirt,jeans,jacket,thunderstorm,4
shirt,none,jacket,snow,4
dress,jeans,none,thunderstorm,4
t-shirt,jeans,coat,thunderstorm,4
dress,jogger,coat,thunderstorm,4
shirt,jogger,jacket,snow,4
shirt,jogger,sweater,rain,4
shirt,legging,sweater,clouds,4
dress,cargo,coat,clouds,4
dress,jeans,blazer,rain,4
shirt,shorts,hoodie,thunderstorm,4
dress,jeans,none,thunderstorm,4
t-shirt,legging,sweater,clouds,4
shirt,shorts,jacket,clear,4
shirt,trousers,jacket,snow,4
t-shirt,shorts,jacket,clouds,4
dress,cargo,hoodie,windy,4
dress,legging,sweater,clouds,4
t-shirt,skirt,none,thunderstorm,4
dress,legging,coat,snow,4
t-shirt,trousers,blazer,windy,4
t-shirt,skirt,blazer,clouds,4
t-shirt,jogger,coat,thunderstorm,4
dress,none,sweater,clear,4
t-shirt,legging,jacket,clouds,4
dress,trousers,sweater,thunderstorm,4
shirt,cargo,hoodie,windy,4
dress,skirt,hoodie,rain,4
shirt,trousers,blazer,thunderstorm,4
t-shirt,legging,hoodie,rain,4
t-shirt,cargo,hoodie,clouds,4
shirt,jogger,sweater,rain,4
dress,cargo,blazer,clear,4
t-shirt,shorts,hoodie,rain,4
shirt,trousers,blazer,thunderstorm,4
t-shirt,none,blazer,clouds,4
dress,legging,jacket,snow,4
t-shirt,skirt,hoodie,rain,4
shirt,none,blazer,thunderstorm,4
t-shirt,trousers,jacket,windy,4
shirt,shorts,hoodie,windy,4
t-shirt,skirt,none,windy,4
shirt,legging,blazer,rain,4
dress,skirt,blazer,snow,4
shirt,jeans,coat,clouds,4
shirt,cargo,sweater,clouds,4
dress,shorts,none,clouds,4
shirt,none,hoodie,clouds,4
dress,trousers,jacket,windy,4
dress,jogger,sweater,thunderstorm,4
t-shirt,legging,coat,clouds,4
shirt,trousers,blazer,thunderstorm,4
shirt,cargo,jacket,clouds,4
shirt,none,hoodie,windy,4
shirt,trousers,jacket,snow,5
shirt,cargo,none,clouds,5
t-shirt,shorts,coat,rain,5
t-shirt,legging,hoodie,thunderstorm,5
shirt,jeans,none,clear,5
shirt,jeans,jacket,clouds,5
shirt,jogger,sweater,clouds,5
dress,trousers,coat,thunderstorm,5
dress,jeans,jacket,snow,5
shirt,legging,blazer,clear,5
shirt,legging,hoodie,rain,5
shirt,none,none,clear,5
t-shirt,jogger,blazer,snow,5
t-shirt,cargo,hoodie,clouds,5
shirt,jogger,sweater,windy,5
shirt,jogger,sweater,clouds,5
t-shirt,trousers,blazer,thunderstorm,5
t-shirt,none,blazer,windy,5
dress,none,blazer,clear,5
shirt,jeans,jacket,windy,5
dress,skirt,blazer,rain,5
shirt,legging,blazer,clear,5
t-shirt,skirt,sweater,clouds,5
dress,cargo,blazer,clear,5
t-shirt,jeans,hoodie,thunderstorm,5
t-shirt,shorts,sweater,rain,5
t-shirt,skirt,hoodie,thunderstorm,5
shirt,jeans,jacket,rain,5
dress,trousers,blazer,clear,5
shirt,jeans,coat,rain,5
shirt,cargo,jacket,clear,5
dress,legging,coat,thunderstorm,5
t-shirt,skirt,blazer,thunderstorm,5
dress,jeans,none,clear,5
shirt,jeans,coat,thunderstorm,5
dress,legging,hoodie,rain,5
t-shirt,skirt,hoodie,rain,5
dress,shorts,coat,snow,5
t-shirt,jeans,coat,rain,5
shirt,legging,jacket,thunderstorm,5
t-shirt,skirt,coat,clear,5
dress,trousers,hoodie,snow,5
dress,skirt,coat,rain,5
dress,trousers,hoodie,snow,5
shirt,jeans,blazer,rain,5
dress,jeans,sweater,snow,5
shirt,trousers,sweater,windy,5
shirt,legging,jacket,snow,5
t-shirt,cargo,blazer,clouds,5
dress,legging,hoodie,snow,5
t-shirt,jogger,sweater,snow,5
t-shirt,jogger,none,thunderstorm,5
dress,jeans,blazer,snow,5
shirt,skirt,jacket,windy,5
shirt,jeans,blazer,windy,5
shirt,legging,hoodie,snow,5
shirt,shorts,jacket,snow,5
t-shirt,jogger,coat,rain,5
shirt,shorts,sweater,thunderstorm,5
dress,trousers,sweater,windy,5
dress,jogger,sweater,clouds,5
shirt,skirt,sweater,clouds,5
t-shirt,trousers,blazer,rain,5
t-shirt,cargo,none,clouds,5
shirt,shorts,blazer,snow,5
shirt,none,hoodie,snow,5
t-shirt,jeans,coat,rain,5
t-shirt,shorts,sweater,rain,5
shirt,jogger,jacket,clouds,5
shirt,shorts,jacket,thunderstorm,5
t-shirt,jogger,hoodie,clouds,5
shirt,cargo,jacket,windy,5
t-shirt,legging,sweater,thunderstorm,5
dress,jogger,hoodie,rain,5
shirt,jogger,jacket,clear,5
shirt,cargo,none,clear,5
t-shirt,jogger,sweater,snow,5
dress,jeans,sweater,snow,5
dress,skirt,blazer,clear,5
t-shirt,jogger,hoodie,clouds,5
dress,none,sweater,snow,5
shirt,none,sweater,snow,5
shirt,cargo,jacket,windy,5
t-shirt,cargo,coat,thunderstorm,5
t-shirt,cargo,sweater,thunderstorm,5
dress,shorts,sweater,rain,5
t-shirt,none,jacket,clouds,5
t-shirt,none,blazer,clouds,5
dress,skirt,jacket,windy,5
t-shirt,skirt,jacket,thunderstorm,5
t-shirt,legging,hoodie,thunderstorm,5
shirt,jeans,sweater,clear,5
t-shirt,cargo,jacket,thunderstorm,5
dress,jogger,jacket,clouds,5
dress,skirt,jacket,snow,5
t-shirt,shorts,none,windy,5
shirt,none,none,clouds,5
dress,skirt,none,thunderstorm,5
shirt,skirt,jacket,thunderstorm,5
dress,jeans,coat,clouds,5
shirt,none,blazer,clouds,5
t-shirt,cargo,jacket,thunderstorm,5
shirt,none,coat,snow,5
t-shirt,none,blazer,clouds,5
dress,legging,hoodie,windy,5
shirt,jogger,none,windy,5
dress,trousers,jacket,thunderstorm,5
shirt,jeans,blazer,snow,5
shirt,trousers,none,clear,5
dress,jogger,hoodie,clear,5
shirt,jogger,coat,rain,5
dress,jogger,hoodie,clouds,5
t-shirt,skirt,jacket,clear,5
t-shirt,jeans,none,clear,5
shirt,jogger,coat,clouds,5
t-shirt,skirt,coat,snow,5
dress,trousers,coat,windy,5
shirt,none,coat,clouds,5
shirt,none,jacket,snow,5
dress,jogger,jacket,thunderstorm,5
dress,shorts,hoodie,windy,5
shirt,trousers,sweater,snow,5
shirt,none,jacket,rain,5
t-shirt,skirt,none,windy,5
dress,skirt,jacket,clear,5
dress,jogger,coat,rain,5
t-shirt,jeans,blazer,clear,5
dress,jogger,jacket,clouds,5
shirt,legging,jacket,rain,5
shirt,cargo,jacket,windy,5
dress,jogger,blazer,snow,5
shirt,jogger,blazer,snow,5
dress,cargo,hoodie,clear,5
t-shirt,jeans,none,thunderstorm,5
shirt,jogger,jacket,thunderstorm,5
shirt,legging,jacket,windy,5
t-shirt,jeans,jacket,windy,5
t-shirt,cargo,jacket,clear,5
t-shirt,jogger,hoodie,rain,5
dress,legging,blazer,thunderstorm,5
dress,jeans,coat,clouds,5
t-shirt,none,jacket,snow,5
t-shirt,cargo,jacket,thunderstorm,5
t-shirt,jogger,jacket,snow,5
shirt,trousers,coat,thunderstorm,5
shirt,shorts,sweater,clouds,5
shirt,jogger,jacket,thunderstorm,5
dress,trousers,sweater,snow,5
shirt,shorts,jacket,clear,5
dress,skirt,none,thunderstorm,5
shirt,trousers,sweater,thunderstorm,5
dress,shorts,blazer,clear,5
dress,skirt,coat,snow,5
t-shirt,trousers,jacket,windy,5
dress,jogger,none,thunderstorm,5
dress,none,hoodie,clouds,5
t-shirt,legging,sweater,rain,5
dress,jeans,sweater,clear,5
dress,none,blazer,clouds,5
t-shirt,cargo,jacket,windy,5
t-shirt,jeans,sweater,clouds,5
t-shirt,shorts,jacket,snow,5
shirt,jeans,blazer,snow,5
t-shirt,shorts,sweater,rain,5
dress,skirt,jacket,clear,5
dress,jeans,blazer,clouds,5
dress,legging,hoodie,clear,5
dress,jeans,sweater,clouds,5
shirt,jeans,coat,thunderstorm,5
dress,cargo,sweater,snow,5
shirt,trousers,coat,clear,5
shirt,legging,blazer,snow,5
dress,none,sweater,thunderstorm,5
dress,legging,coat,rain,5
dress,jogger,jacket,snow,5
