top,bottom,outer,styleTop,styleBottom,styleOuter,styleUser,userLike
shirt,jeans,hoodie,casual,casual,casual,streetwear,0
t-shirt,trousers,jacket,formal,streetwear,sporty,formal,0
shirt,skirt,sweater,formal,formal,formal,formal,1
shirt,trousers,blazer,streetwear,streetwear,vintage,casual,0
t-shirt,shorts,sweater,formal,vintage,formal,formal,1
dress,none,jacket,formal,streetwear,streetwear,streetwear,1
shirt,shorts,blazer,casual,streetwear,casual,casual,1
t-shirt,jogger,coat,formal,sporty,sporty,formal,0
shirt,cargo,jacket,casual,streetwear,formal,streetwear,0
shirt,skirt,hoodie,streetwear,casual,streetwear,streetwear,1
shirt,cargo,hoodie,vintage,vintage,vintage,formal,0
t-shirt,trousers,sweater,streetwear,streetwear,casual,streetwear,1
t-shirt,trousers,jacket,casual,streetwear,vintage,casual,0
shirt,legging,sweater,formal,formal,vintage,vintage,0
t-shirt,skirt,blazer,casual,streetwear,casual,sporty,0
t-shirt,shorts,sweater,sporty,casual,sporty,casual,0
t-shirt,shorts,coat,casual,casual,vintage,streetwear,0
t-shirt,legging,coat,formal,streetwear,formal,sporty,0
shirt,legging,sweater,sporty,vintage,sporty,sporty,1
shirt,trousers,hoodie,formal,casual,vintage,vintage,0
t-shirt,cargo,coat,formal,streetwear,formal,formal,1
shirt,jogger,hoodie,casual,streetwear,sporty,sporty,0
shirt,legging,sweater,sporty,formal,formal,formal,1
t-shirt,jeans,jacket,formal,formal,casual,formal,1
shirt,jogger,sweater,formal,casual,casual,casual,1
t-shirt,legging,jacket,sporty,vintage,vintage,vintage,1
t-shirt,shorts,jacket,streetwear,streetwear,formal,streetwear,1
t-shirt,shorts,blazer,vintage,formal,casual,casual,0
shirt,cargo,sweater,streetwear,casual,streetwear,formal,0
t-shirt,jeans,sweater,vintage,streetwear,formal,vintage,0
shirt,legging,sweater,casual,casual,streetwear,casual,1
t-shirt,skirt,coat,sporty,casual,sporty,sporty,1
shirt,shorts,hoodie,casual,casual,vintage,casual,1
shirt,shorts,jacket,formal,streetwear,casual,casual,0
t-shirt,cargo,sweater,formal,vintage,vintage,sporty,0
t-shirt,shorts,blazer,formal,casual,formal,formal,1
shirt,jogger,sweater,streetwear,streetwear,streetwear,formal,0
shirt,trousers,blazer,sporty,streetwear,vintage,sporty,0
t-shirt,skirt,blazer,sporty,sporty,streetwear,sporty,1
shirt,shorts,sweater,formal,formal,casual,formal,1
shirt,jeans,hoodie,sporty,vintage,sporty,sporty,1
t-shirt,skirt,coat,sporty,streetwear,streetwear,streetwear,1
t-shirt,legging,hoodie,vintage,casual,formal,casual,0
shirt,trousers,jacket,vintage,vintage,casual,sporty,0
t-shirt,shorts,sweater,sporty,formal,vintage,sporty,0
t-shirt,shorts,sweater,casual,formal,streetwear,formal,0
t-shirt,jogger,sweater,sporty,formal,formal,formal,1
shirt,legging,coat,formal,formal,casual,formal,1
shirt,cargo,sweater,casual,vintage,casual,casual,1
t-shirt,cargo,hoodie,streetwear,streetwear,formal,streetwear,1
t-shirt,skirt,blazer,formal,sporty,vintage,sporty,0
shirt,jeans,blazer,streetwear,vintage,streetwear,streetwear,1
t-shirt,cargo,jacket,sporty,vintage,streetwear,vintage,0
t-shirt,skirt,blazer,sporty,vintage,sporty,sporty,1
shirt,jeans,blazer,casual,vintage,vintage,vintage,1
shirt,jeans,coat,streetwear,sporty,streetwear,casual,0
t-shirt,jeans,hoodie,streetwear,casual,vintage,streetwear,0
t-shirt,cargo,sweater,casual,casual,formal,sporty,0
shirt,jogger,blazer,formal,casual,formal,formal,1
dress,none,blazer,casual,casual,streetwear,casual,1
shirt,shorts,hoodie,formal,formal,streetwear,formal,1
shirt,shorts,sweater,vintage,sporty,sporty,vintage,0
t-shirt,cargo,jacket,formal,sporty,casual,sporty,0
shirt,trousers,jacket,sporty,streetwear,vintage,vintage,0
shirt,cargo,blazer,vintage,streetwear,vintage,casual,0
t-shirt,legging,coat,formal,vintage,formal,streetwear,0
shirt,skirt,coat,casual,casual,streetwear,vintage,0
t-shirt,jeans,blazer,casual,formal,casual,vintage,0
shirt,trousers,sweater,formal,vintage,formal,formal,1
t-shirt,legging,coat,casual,casual,streetwear,casual,1
shirt,skirt,blazer,casual,casual,sporty,casual,1
t-shirt,cargo,jacket,casual,formal,formal,formal,1
dress,none,sweater,casual,sporty,sporty,casual,0
t-shirt,skirt,blazer,formal,casual,formal,formal,1
shirt,legging,jacket,sporty,sporty,formal,sporty,1
t-shirt,shorts,jacket,sporty,vintage,casual,vintage,0
shirt,skirt,sweater,streetwear,vintage,streetwear,sporty,0
t-shirt,legging,blazer,streetwear,vintage,vintage,vintage,1
t-shirt,cargo,blazer,formal,casual,formal,streetwear,0
shirt,jogger,hoodie,sporty,streetwear,sporty,sporty,1
dress,none,hoodie,formal,vintage,formal,formal,1
shirt,legging,hoodie,casual,streetwear,casual,vintage,0
t-shirt,cargo,sweater,formal,streetwear,formal,formal,1
shirt,shorts,blazer,vintage,streetwear,streetwear,streetwear,1
shirt,shorts,hoodie,formal,sporty,sporty,sporty,1
t-shirt,shorts,blazer,casual,sporty,casual,casual,1
shirt,shorts,sweater,sporty,vintage,vintage,casual,0
t-shirt,legging,hoodie,streetwear,streetwear,casual,streetwear,1
t-shirt,shorts,sweater,formal,casual,casual,casual,1
shirt,skirt,coat,casual,formal,formal,formal,1
t-shirt,shorts,hoodie,vintage,vintage,streetwear,vintage,1
shirt,trousers,jacket,casual,casual,sporty,casual,1
shirt,jogger,blazer,streetwear,vintage,streetwear,sporty,0
shirt,jogger,coat,formal,vintage,vintage,vintage,1
t-shirt,shorts,jacket,casual,casual,streetwear,casual,1
t-shirt,jeans,coat,streetwear,casual,formal,streetwear,0
t-shirt,jogger,blazer,sporty,sporty,streetwear,vintage,0
shirt,jeans,sweater,sporty,vintage,vintage,vintage,1
t-shirt,jogger,coat,formal,sporty,formal,vintage,0
shirt,skirt,hoodie,vintage,sporty,vintage,formal,0
t-shirt,shorts,blazer,streetwear,formal,casual,formal,0
shirt,jeans,jacket,sporty,formal,vintage,vintage,0
t-shirt,jeans,jacket,sporty,sporty,formal,sporty,1
t-shirt,jogger,blazer,casual,casual,formal,vintage,0
shirt,jeans,jacket,casual,formal,casual,casual,1
shirt,shorts,coat,formal,formal,formal,formal,1
shirt,trousers,coat,casual,formal,vintage,casual,0
t-shirt,legging,coat,streetwear,vintage,casual,vintage,0
t-shirt,legging,hoodie,formal,formal,sporty,formal,1
shirt,trousers,jacket,casual,streetwear,vintage,vintage,0
t-shirt,skirt,hoodie,vintage,vintage,formal,vintage,1
shirt,trousers,coat,vintage,vintage,streetwear,vintage,1
t-shirt,shorts,blazer,vintage,formal,vintage,vintage,1
t-shirt,trousers,sweater,vintage,formal,vintage,vintage,1
t-shirt,trousers,jacket,vintage,vintage,streetwear,streetwear,0
t-shirt,jeans,hoodie,formal,casual,sporty,sporty,0
t-shirt,skirt,jacket,sporty,casual,sporty,sporty,1
t-shirt,trousers,hoodie,vintage,vintage,sporty,sporty,0
shirt,trousers,sweater,streetwear,formal,formal,formal,1
t-shirt,trousers,coat,casual,casual,sporty,casual,1
t-shirt,cargo,blazer,casual,casual,streetwear,streetwear,0
t-shirt,trousers,jacket,formal,casual,casual,casual,1
t-shirt,jeans,jacket,streetwear,vintage,vintage,vintage,1
shirt,shorts,hoodie,streetwear,sporty,sporty,sporty,1
shirt,jeans,blazer,casual,casual,sporty,casual,1
t-shirt,cargo,sweater,sporty,sporty,casual,sporty,1
shirt,jeans,jacket,vintage,sporty,sporty,sporty,1
t-shirt,shorts,sweater,streetwear,sporty,formal,streetwear,0
shirt,trousers,blazer,sporty,streetwear,streetwear,streetwear,1
t-shirt,jeans,sweater,vintage,vintage,sporty,sporty,0
shirt,skirt,blazer,streetwear,vintage,formal,formal,0
dress,none,hoodie,sporty,vintage,sporty,sporty,1
t-shirt,jeans,blazer,formal,formal,formal,streetwear,0
shirt,shorts,sweater,casual,casual,casual,casual,1
t-shirt,trousers,blazer,streetwear,formal,casual,casual,0
t-shirt,trousers,coat,formal,streetwear,streetwear,streetwear,1
t-shirt,skirt,hoodie,streetwear,streetwear,streetwear,streetwear,1
t-shirt,shorts,blazer,formal,vintage,vintage,vintage,1
t-shirt,jeans,blazer,streetwear,vintage,streetwear,streetwear,1
t-shirt,jogger,sweater,formal,casual,sporty,sporty,0
shirt,trousers,hoodie,streetwear,streetwear,vintage,sporty,0
shirt,trousers,coat,sporty,sporty,sporty,sporty,1
t-shirt,skirt,blazer,vintage,vintage,sporty,vintage,1
shirt,cargo,jacket,casual,formal,casual,casual,1
t-shirt,trousers,hoodie,casual,sporty,vintage,casual,0
shirt,trousers,jacket,sporty,formal,formal,streetwear,0
t-shirt,shorts,jacket,formal,formal,sporty,sporty,0
shirt,legging,sweater,streetwear,streetwear,sporty,casual,0
shirt,cargo,blazer,casual,vintage,vintage,sporty,0
shirt,skirt,coat,streetwear,vintage,vintage,vintage,1
t-shirt,cargo,sweater,casual,vintage,streetwear,vintage,0
t-shirt,skirt,coat,vintage,streetwear,streetwear,streetwear,1
t-shirt,cargo,jacket,casual,formal,casual,casual,1
shirt,legging,coat,streetwear,streetwear,formal,streetwear,1
t-shirt,cargo,sweater,streetwear,casual,casual,casual,1
shirt,jeans,sweater,vintage,casual,vintage,streetwear,0
shirt,shorts,jacket,vintage,streetwear,streetwear,streetwear,1
shirt,jogger,hoodie,streetwear,sporty,sporty,sporty,1
t-shirt,trousers,sweater,streetwear,streetwear,streetwear,streetwear,1
t-shirt,jogger,coat,sporty,sporty,formal,vintage,0
shirt,cargo,coat,formal,casual,casual,streetwear,0
t-shirt,trousers,blazer,streetwear,sporty,formal,formal,0
shirt,jogger,coat,sporty,sporty,streetwear,sporty,1
t-shirt,jogger,hoodie,casual,casual,formal,sporty,0
t-shirt,trousers,coat,sporty,vintage,vintage,vintage,1
t-shirt,cargo,hoodie,casual,casual,formal,casual,1
t-shirt,jogger,blazer,sporty,streetwear,sporty,formal,0
t-shirt,jeans,blazer,streetwear,streetwear,casual,streetwear,1
shirt,jogger,sweater,vintage,vintage,vintage,vintage,1
t-shirt,trousers,blazer,casual,vintage,streetwear,streetwear,0
t-shirt,jogger,jacket,casual,vintage,casual,casual,1
t-shirt,skirt,blazer,streetwear,sporty,streetwear,casual,0
dress,none,jacket,casual,casual,formal,casual,1
shirt,cargo,coat,sporty,streetwear,sporty,vintage,0
shirt,legging,sweater,casual,vintage,vintage,vintage,1
shirt,legging,coat,sporty,formal,formal,formal,1
shirt,jogger,sweater,sporty,sporty,formal,formal,0
shirt,shorts,coat,formal,formal,sporty,formal,1
t-shirt,shorts,jacket,formal,casual,vintage,casual,0
shirt,shorts,blazer,formal,formal,streetwear,casual,0
dress,none,coat,sporty,streetwear,formal,sporty,0
shirt,skirt,hoodie,casual,casual,casual,casual,1
t-shirt,shorts,jacket,casual,formal,formal,streetwear,0
shirt,jeans,blazer,sporty,vintage,sporty,sporty,1
shirt,cargo,blazer,formal,formal,sporty,formal,1
t-shirt,legging,coat,formal,formal,vintage,formal,1
t-shirt,shorts,jacket,casual,sporty,casual,casual,1
t-shirt,legging,jacket,vintage,vintage,formal,sporty,0
t-shirt,skirt,blazer,vintage,streetwear,vintage,sporty,0
t-shirt,shorts,blazer,casual,vintage,casual,casual,1
shirt,legging,coat,casual,casual,vintage,casual,1
dress,none,coat,formal,streetwear,formal,casual,0
shirt,skirt,hoodie,sporty,vintage,streetwear,sporty,0
shirt,shorts,blazer,streetwear,streetwear,vintage,streetwear,1
t-shirt,legging,sweater,formal,sporty,casual,casual,0
t-shirt,shorts,sweater,vintage,streetwear,streetwear,streetwear,1
t-shirt,shorts,hoodie,streetwear,casual,vintage,vintage,0
shirt,jogger,blazer,sporty,streetwear,formal,streetwear,0
t-shirt,legging,jacket,formal,streetwear,streetwear,streetwear,1
t-shirt,jogger,sweater,sporty,sporty,sporty,sporty,1
shirt,jogger,jacket,formal,vintage,formal,formal,1
shirt,jeans,coat,formal,casual,casual,casual,1
t-shirt,shorts,blazer,sporty,streetwear,sporty,sporty,1
t-shirt,jogger,hoodie,streetwear,vintage,streetwear,sporty,0
shirt,legging,sweater,casual,sporty,casual,casual,1
shirt,trousers,coat,sporty,streetwear,vintage,sporty,0
t-shirt,jeans,sweater,streetwear,streetwear,casual,casual,0
t-shirt,skirt,sweater,casual,streetwear,casual,casual,1
shirt,legging,hoodie,casual,casual,casual,sporty,0
shirt,shorts,blazer,casual,vintage,vintage,sporty,0
shirt,skirt,hoodie,sporty,formal,sporty,casual,0
t-shirt,trousers,jacket,formal,streetwear,streetwear,streetwear,1
t-shirt,skirt,blazer,formal,streetwear,formal,formal,1
shirt,cargo,hoodie,casual,streetwear,streetwear,streetwear,1
t-shirt,trousers,jacket,formal,streetwear,formal,streetwear,0
shirt,skirt,sweater,vintage,vintage,streetwear,sporty,0
t-shirt,cargo,blazer,casual,streetwear,casual,casual,1
shirt,skirt,blazer,vintage,streetwear,vintage,formal,0
shirt,skirt,hoodie,formal,streetwear,streetwear,streetwear,1
t-shirt,jogger,hoodie,streetwear,casual,formal,formal,0
t-shirt,cargo,sweater,vintage,formal,formal,streetwear,0
t-shirt,cargo,blazer,casual,streetwear,streetwear,streetwear,1
t-shirt,cargo,blazer,formal,formal,formal,sporty,0
shirt,shorts,coat,vintage,vintage,sporty,casual,0
shirt,shorts,sweater,casual,sporty,casual,vintage,0
t-shirt,skirt,sweater,streetwear,streetwear,vintage,streetwear,1
shirt,jeans,sweater,vintage,formal,casual,vintage,0
shirt,legging,hoodie,vintage,streetwear,vintage,vintage,1
t-shirt,trousers,blazer,streetwear,vintage,vintage,vintage,1
t-shirt,skirt,hoodie,vintage,casual,vintage,vintage,1
t-shirt,jogger,coat,streetwear,streetwear,formal,streetwear,1
shirt,jeans,blazer,sporty,casual,casual,sporty,0
t-shirt,shorts,hoodie,vintage,formal,casual,casual,0
shirt,skirt,coat,streetwear,streetwear,streetwear,streetwear,1
t-shirt,jogger,hoodie,vintage,vintage,casual,vintage,1
shirt,jogger,jacket,vintage,vintage,casual,casual,0
shirt,jeans,hoodie,sporty,casual,casual,casual,1
shirt,jogger,sweater,vintage,vintage,formal,vintage,1
t-shirt,shorts,jacket,sporty,streetwear,streetwear,streetwear,1
t-shirt,cargo,blazer,vintage,vintage,casual,formal,0
shirt,skirt,blazer,casual,formal,vintage,vintage,0
shirt,jogger,blazer,sporty,streetwear,sporty,sporty,1
t-shirt,shorts,blazer,casual,formal,formal,formal,1
t-shirt,shorts,blazer,streetwear,formal,streetwear,sporty,0
shirt,trousers,coat,formal,sporty,formal,vintage,0
shirt,skirt,jacket,streetwear,streetwear,casual,streetwear,1
dress,none,blazer,sporty,formal,sporty,casual,0
shirt,trousers,coat,sporty,sporty,casual,sporty,1
shirt,cargo,coat,casual,formal,formal,formal,1
t-shirt,jogger,hoodie,casual,streetwear,sporty,sporty,0
t-shirt,jeans,hoodie,sporty,sporty,sporty,casual,0
t-shirt,skirt,sweater,streetwear,vintage,vintage,casual,0
shirt,trousers,hoodie,streetwear,streetwear,streetwear,streetwear,1
shirt,jogger,hoodie,formal,streetwear,formal,streetwear,0
shirt,skirt,sweater,casual,streetwear,casual,casual,1
shirt,skirt,sweater,formal,vintage,vintage,sporty,0
t-shirt,skirt,sweater,streetwear,sporty,formal,formal,0
t-shirt,trousers,sweater,streetwear,streetwear,vintage,casual,0
t-shirt,cargo,hoodie,vintage,streetwear,streetwear,streetwear,1
shirt,cargo,jacket,sporty,sporty,streetwear,sporty,1
shirt,trousers,sweater,vintage,sporty,formal,sporty,0
t-shirt,skirt,coat,vintage,vintage,sporty,formal,0
t-shirt,jogger,hoodie,streetwear,formal,streetwear,streetwear,1
shirt,cargo,jacket,vintage,casual,formal,casual,0
shirt,skirt,hoodie,sporty,sporty,formal,vintage,0
shirt,shorts,sweater,streetwear,streetwear,formal,streetwear,1
t-shirt,shorts,jacket,vintage,casual,casual,casual,1
shirt,jogger,sweater,streetwear,casual,streetwear,streetwear,1
shirt,legging,hoodie,sporty,formal,formal,casual,0
shirt,legging,sweater,streetwear,streetwear,casual,sporty,0
shirt,jogger,jacket,formal,formal,vintage,formal,1
t-shirt,trousers,jacket,streetwear,sporty,sporty,formal,0
shirt,legging,jacket,streetwear,sporty,streetwear,streetwear,1
shirt,cargo,jacket,vintage,sporty,vintage,vintage,1
t-shirt,shorts,coat,casual,casual,vintage,formal,0
shirt,legging,blazer,casual,streetwear,streetwear,streetwear,1
t-shirt,cargo,jacket,casual,casual,streetwear,casual,1
t-shirt,shorts,coat,vintage,vintage,sporty,vintage,1
shirt,cargo,hoodie,sporty,formal,streetwear,streetwear,0
shirt,jeans,jacket,sporty,vintage,vintage,vintage,1
shirt,cargo,coat,casual,sporty,sporty,sporty,1
shirt,jogger,blazer,sporty,sporty,formal,casual,0
shirt,cargo,sweater,sporty,sporty,casual,casual,0
t-shirt,trousers,hoodie,formal,sporty,formal,vintage,0
t-shirt,cargo,blazer,vintage,sporty,sporty,casual,0
shirt,shorts,jacket,streetwear,streetwear,casual,sporty,0
t-shirt,legging,jacket,vintage,streetwear,vintage,vintage,1
shirt,skirt,blazer,sporty,casual,sporty,sporty,1
shirt,trousers,coat,streetwear,sporty,vintage,streetwear,0
t-shirt,trousers,hoodie,formal,formal,streetwear,formal,1
shirt,trousers,sweater,formal,streetwear,formal,casual,0
shirt,cargo,sweater,casual,sporty,sporty,sporty,1
t-shirt,skirt,coat,vintage,formal,streetwear,streetwear,0
dress,none,sweater,casual,vintage,casual,casual,1
shirt,skirt,jacket,sporty,formal,formal,formal,1
shirt,cargo,hoodie,casual,sporty,vintage,sporty,0
shirt,jeans,sweater,sporty,formal,formal,formal,1
t-shirt,skirt,coat,formal,casual,sporty,formal,0
t-shirt,trousers,jacket,formal,formal,formal,formal,1
shirt,jeans,hoodie,sporty,streetwear,streetwear,streetwear,1
shirt,jeans,coat,vintage,formal,streetwear,formal,0
dress,none,sweater,streetwear,formal,formal,formal,1
t-shirt,shorts,coat,streetwear,streetwear,formal,formal,0
dress,none,sweater,formal,formal,casual,formal,1
t-shirt,shorts,jacket,sporty,sporty,formal,streetwear,0
t-shirt,trousers,coat,vintage,streetwear,vintage,vintage,1
t-shirt,jeans,sweater,vintage,casual,casual,casual,1
shirt,trousers,blazer,vintage,sporty,formal,formal,0
t-shirt,jeans,sweater,formal,sporty,formal,casual,0
t-shirt,jeans,hoodie,casual,vintage,casual,casual,1
t-shirt,legging,hoodie,vintage,formal,vintage,vintage,1
t-shirt,skirt,coat,casual,formal,formal,formal,1
t-shirt,jeans,jacket,streetwear,streetwear,sporty,streetwear,1
t-shirt,legging,coat,streetwear,streetwear,sporty,streetwear,1
shirt,legging,sweater,streetwear,vintage,sporty,sporty,0
t-shirt,legging,hoodie,vintage,vintage,formal,vintage,1
t-shirt,cargo,blazer,casual,streetwear,streetwear,casual,0
t-shirt,cargo,coat,casual,streetwear,streetwear,streetwear,1
t-shirt,cargo,sweater,sporty,streetwear,casual,streetwear,0
shirt,legging,sweater,casual,casual,casual,casual,1
shirt,shorts,sweater,formal,streetwear,streetwear,vintage,0
t-shirt,cargo,coat,sporty,sporty,sporty,sporty,1
shirt,trousers,sweater,formal,formal,formal,streetwear,0
shirt,jeans,coat,formal,vintage,vintage,vintage,1
shirt,trousers,blazer,casual,casual,vintage,casual,1
t-shirt,trousers,coat,streetwear,casual,streetwear,streetwear,1
shirt,skirt,coat,sporty,sporty,formal,sporty,1
shirt,jeans,sweater,casual,formal,casual,formal,0
shirt,jeans,hoodie,casual,sporty,vintage,sporty,0
shirt,trousers,blazer,casual,casual,sporty,casual,1
dress,none,blazer,formal,vintage,formal,formal,1
shirt,jeans,hoodie,casual,casual,streetwear,casual,1
t-shirt,jeans,blazer,streetwear,streetwear,sporty,streetwear,1
t-shirt,cargo,jacket,formal,casual,casual,vintage,0
t-shirt,skirt,coat,vintage,vintage,casual,casual,0
t-shirt,skirt,coat,casual,casual,vintage,casual,1
t-shirt,skirt,jacket,streetwear,formal,streetwear,streetwear,1
t-shirt,legging,hoodie,casual,casual,streetwear,sporty,0
shirt,legging,blazer,casual,formal,streetwear,formal,0
t-shirt,skirt,sweater,casual,streetwear,casual,sporty,0
shirt,skirt,hoodie,streetwear,vintage,formal,formal,0
t-shirt,skirt,sweater,casual,sporty,formal,sporty,0
shirt,shorts,sweater,vintage,formal,sporty,sporty,0
t-shirt,jeans,sweater,formal,streetwear,formal,sporty,0
shirt,jeans,jacket,casual,formal,formal,streetwear,0
shirt,skirt,blazer,vintage,sporty,casual,vintage,0
shirt,jogger,sweater,vintage,sporty,streetwear,streetwear,0
t-shirt,legging,sweater,vintage,streetwear,vintage,vintage,1
shirt,cargo,jacket,streetwear,casual,streetwear,streetwear,1
t-shirt,jeans,hoodie,sporty,sporty,casual,sporty,1
shirt,skirt,sweater,formal,streetwear,formal,formal,1
shirt,cargo,blazer,vintage,vintage,formal,vintage,1
t-shirt,trousers,hoodie,sporty,sporty,casual,sporty,1
t-shirt,jogger,jacket,sporty,sporty,vintage,formal,0
